customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_Score,RFM_Segment
24,158,1.0,189.37,2,1,5,215,Others
38,241,1.0,42.9,1,1,2,112,Hibernating
48,206,1.0,232.8,2,1,5,215,Others
50,288,1.0,65.12,1,1,3,113,Others
96,133,1.0,24.8,3,1,1,311,Others
105,94,1.0,20.86,3,1,1,311,Others
150,183,1.0,15.92,2,1,1,211,Hibernating
194,44,1.5,1180.7,4,5,5,455,Loyal Customers
210,96,1.0,59.7,3,1,3,313,High Spending Infrequent Customers
229,254,1.0,146.3,1,1,4,114,Others
275,303,1.0,250.6,1,1,5,115,Others
330,59,1.0,137.3,4,1,4,414,High Spending Infrequent Customers
361,158,1.0,271.68,2,1,5,215,Others
374,264,1.0,131.46,1,1,4,114,Others
375,128,1.0,108.29,3,1,4,314,High Spending Infrequent Customers
390,35,1.0,208.13,5,1,5,515,New Customers
405,32,1.0,1321.4,5,1,5,515,New Customers
409,126,1.0,395.75,3,1,5,315,High Spending Infrequent Customers
418,340,1.0,93.51,1,1,4,114,Others
420,213,1.0,119.6,2,1,4,214,Others
423,285,1.0,70.09,1,1,3,113,Others
427,8,1.0,15.8,5,1,1,511,New Customers
433,205,1.0,359.91,2,1,5,215,Others
435,208,1.0,94.7,2,1,4,214,Others
437,36,1.0,1743.0,5,1,5,515,New Customers
442,94,1.0,31.36,3,1,2,312,Others
452,13,1.0,64.7,5,1,3,513,New Customers
463,184,1.0,139.92,2,1,4,214,Others
467,36,1.75,1285.58,5,5,5,555,Champions
471,351,1.0,0.0,1,1,1,111,Hibernating
473,36,1.0,828.05,5,1,5,515,New Customers
476,163,2.0,159.84,2,5,4,254,At Risk
482,136,1.0,83.86,3,1,3,313,High Spending Infrequent Customers
500,53,1.0,175.16,4,1,4,414,High Spending Infrequent Customers
512,227,1.0,161.7,2,1,4,214,Others
517,81,1.0,431.68,4,1,5,415,High Spending Infrequent Customers
557,277,1.0,334.9,1,1,5,115,Others
559,72,1.0,237.53,4,1,5,415,High Spending Infrequent Customers
562,39,1.0,287.6,4,1,5,415,High Spending Infrequent Customers
566,62,1.0,34.9,4,1,2,412,Recent Low Spenders
577,264,1.0,177.73,1,1,4,114,Others
583,189,2.0,546.62,2,5,5,255,At Risk
589,36,1.0,74.95,5,1,3,513,New Customers
607,265,1.0,255.92,1,1,5,115,Others
621,330,1.0,86.24,1,1,3,113,Others
624,36,1.0,478.98,5,1,5,515,New Customers
628,302,1.0,372.64,1,1,5,115,Others
664,256,1.0,11.7,1,1,1,111,Hibernating
668,314,1.0,535.5,1,1,5,115,Others
676,88,1.0,109.82,3,1,4,314,High Spending Infrequent Customers
709,181,1.0,2636.8,2,1,5,215,Others
729,114,1.0,837.1,3,1,5,315,High Spending Infrequent Customers
736,36,1.0,53.94,5,1,3,513,New Customers
741,325,1.0,633.01,1,1,5,115,Others
754,248,1.0,107.8,1,1,4,114,Others
762,35,1.1666666666666667,4104.18,5,5,5,555,Champions
770,359,1.0,68.8,1,1,3,113,Others
811,187,1.0,212.38,2,1,5,215,Others
814,308,1.0,103.5,1,1,4,114,Others
816,280,1.0,35.8,1,1,2,112,Hibernating
817,248,1.0,52.8,1,1,3,113,Others
822,363,1.0,68.8,1,1,3,113,Others
823,362,2.0,372.91999999999996,1,5,5,155,At Risk
824,362,2.0,72.8,1,5,3,153,At Risk
826,362,1.0,119.28,1,1,4,114,Others
827,362,1.0,88.9,1,1,3,113,Others
828,361,1.0,81.8,1,1,3,113,Others
829,361,1.0,125.23,1,1,4,114,Others
830,186,1.0,232.68,2,1,5,215,Others
843,360,1.0,273.51,1,1,5,115,Others
844,360,1.0,1165.86,1,1,5,115,Others
847,358,1.0,33.92,1,1,2,112,Hibernating
849,357,1.0,125.63,1,1,4,114,Others
851,344,2.0,137.41000000000003,1,5,4,154,At Risk
852,356,1.0,111.51,1,1,4,114,Others
853,89,1.0,24.9,3,1,1,311,Others
854,355,1.0,153.9,1,1,4,114,Others
856,354,1.0,87.8,1,1,3,113,Others
857,353,1.0,28.9,1,1,2,112,Hibernating
858,352,1.0,100.7,1,1,4,114,Others
859,339,1.0,101.8,1,1,4,114,Others
860,323,1.0,316.5,1,1,5,115,Others
863,350,1.0,115.02,1,1,4,114,Others
864,349,1.0,35.97,1,1,2,112,Hibernating
865,349,1.0,116.73,1,1,4,114,Others
866,349,1.0,87.9,1,1,3,113,Others
867,349,1.0,147.8,1,1,4,114,Others
869,347,1.0,1019.16,1,1,5,115,Others
871,345,1.0,70.9,1,1,3,113,Others
874,343,1.0,61.9,1,1,3,113,Others
876,342,1.0,291.06,1,1,5,115,Others
878,342,1.0,88.9,1,1,3,113,Others
880,341,1.0,83.61,1,1,3,113,Others
881,341,1.0,137.61,1,1,4,114,Others
884,340,1.0,87.93,1,1,3,113,Others
885,340,1.0,93.7,1,1,4,114,Others
886,36,1.0,883.5300000000001,5,1,5,515,New Customers
887,334,1.0,278.9,1,1,5,115,Others
888,339,1.0,89.6,1,1,4,114,Others
889,338,1.0,192.78,1,1,5,115,Others
890,338,1.0,548.4,1,1,5,115,Others
891,337,1.0,241.7,1,1,5,115,Others
892,337,1.0,105.8,1,1,4,114,Others
894,335,1.0,125.23,1,1,4,114,Others
896,334,1.0,82.28,1,1,3,113,Others
898,334,1.0,79.8,1,1,3,113,Others
899,333,1.0,40.31,1,1,2,112,Hibernating
900,332,1.0,286.9,1,1,5,115,Others
901,332,1.0,71.8,1,1,3,113,Others
902,331,1.0,142.73,1,1,4,114,Others
903,331,1.0,153.9,1,1,4,114,Others
904,286,1.0,339.15,1,1,5,115,Others
905,330,1.0,207.8,1,1,5,115,Others
906,326,1.0,1284.9,1,1,5,115,Others
907,329,1.0,87.83,1,1,3,113,Others
908,328,1.0,203.9,1,1,5,115,Others
909,328,1.0,116.7,1,1,4,114,Others
910,327,1.0,178.9,1,1,4,114,Others
911,327,1.0,203.9,1,1,5,115,Others
912,327,1.0,45.9,1,1,2,112,Hibernating
914,326,1.0,81.72,1,1,3,113,Others
918,158,1.0,774.75,2,1,5,215,Others
924,317,1.0,429.2,1,1,5,115,Others
925,321,1.0,146.6,1,1,4,114,Others
926,276,1.0,75.50999999999999,1,1,3,113,Others
927,320,1.0,47.8,1,1,2,112,Hibernating
928,320,1.0,171.6,1,1,4,114,Others
929,320,1.0,91.6,1,1,4,114,Others
930,102,1.0,601.91,3,1,5,315,High Spending Infrequent Customers
931,319,1.0,207.9,1,1,5,115,Others
932,319,1.0,183.51,1,1,5,115,Others
935,318,1.0,37.61,1,1,2,112,Hibernating
937,35,1.0,1951.76,5,1,5,515,New Customers
938,317,1.0,37.61,1,1,2,112,Hibernating
939,317,1.0,40.31,1,1,2,112,Hibernating
941,316,1.0,92.8,1,1,4,114,Others
942,315,1.0,61.9,1,1,3,113,Others
944,279,1.0,46.8,1,1,2,112,Hibernating
945,313,1.0,85.8,1,1,3,113,Others
946,37,1.0,246.99,5,1,5,515,New Customers
947,313,1.0,88.9,1,1,3,113,Others
949,93,1.25,2146.16,3,5,5,355,Others
950,309,1.0,44.72,1,1,2,112,Hibernating
951,305,1.0,203.9,1,1,5,115,Others
953,308,1.0,163.52,1,1,4,114,Others
954,307,1.0,49.9,1,1,2,112,Hibernating
955,276,2.0,632.7,1,5,5,155,At Risk
956,304,1.0,471.32,1,1,5,115,Others
959,305,1.0,666.16,1,1,5,115,Others
960,303,1.0,442.9,1,1,5,115,Others
962,305,1.0,1200.9,1,1,5,115,Others
963,303,1.0,200.57999999999998,1,1,5,115,Others
964,305,1.0,120.96,1,1,4,114,Others
966,304,1.0,282.4,1,1,5,115,Others
969,304,1.0,135.8,1,1,4,114,Others
970,304,1.0,41.9,1,1,2,112,Hibernating
971,304,1.0,150.22,1,1,4,114,Others
972,303,1.0,102.9,1,1,4,114,Others
974,294,2.0,271.04,1,5,5,155,At Risk
975,260,1.0,258.71999999999997,1,1,5,115,Others
976,301,1.0,30.9,1,1,2,112,Hibernating
977,300,1.0,30.9,1,1,2,112,Hibernating
978,197,1.3333333333333333,813.9,2,5,5,255,At Risk
979,8,1.0,214.8,5,1,5,515,New Customers
982,298,1.0,40.9,1,1,2,112,Hibernating
983,297,1.0,53.8,1,1,3,113,Others
984,297,1.0,107.4,1,1,4,114,Others
985,297,1.0,25.9,1,1,1,111,Hibernating
986,296,1.0,25.9,1,1,1,111,Hibernating
987,268,1.0,215.8,1,1,5,115,Others
990,293,1.0,83.7,1,1,3,113,Others
991,126,1.0,518.83,3,1,5,315,High Spending Infrequent Customers
992,293,1.0,785.2,1,1,5,115,Others
994,292,1.0,207.8,1,1,5,115,Others
997,291,1.0,30.9,1,1,2,112,Hibernating
998,291,1.0,40.9,1,1,2,112,Hibernating
1000,35,1.0,413.43,5,1,5,515,New Customers
1001,289,1.0,572.6,1,1,5,115,Others
1002,287,1.0,167.8,1,1,4,114,Others
1003,28,1.0,524.22,5,1,5,515,New Customers
1004,286,1.0,30.9,1,1,2,112,Hibernating
1005,286,1.0,105.8,1,1,4,114,Others
1006,286,1.0,60.11,1,1,3,113,Others
1007,284,1.0,111.8,1,1,4,114,Others
1008,284,1.0,776.16,1,1,5,115,Others
1009,284,1.0,183.51,1,1,5,115,Others
1010,262,2.0,256.72,1,5,5,155,At Risk
1011,283,1.0,94.7,1,1,4,114,Others
1014,251,1.0,74.69999999999999,1,1,3,113,Others
1015,103,1.0,55.8,3,1,3,313,High Spending Infrequent Customers
1016,282,1.0,203.9,1,1,5,115,Others
1017,282,1.0,41.8,1,1,2,112,Hibernating
1018,282,1.0,86.94,1,1,3,113,Others
1019,282,1.0,183.51,1,1,5,115,Others
1020,282,1.0,88.9,1,1,3,113,Others
1021,274,1.0,96.7,1,1,4,114,Others
1022,281,1.0,221.8,1,1,5,115,Others
1023,279,1.0,1557.2,1,1,5,115,Others
1026,279,1.0,40.9,1,1,2,112,Hibernating
1027,279,1.0,12.9,1,1,1,111,Hibernating
1028,279,1.0,30.9,1,1,2,112,Hibernating
1029,278,2.0,614.2,1,5,5,155,At Risk
1030,278,1.0,71.9,1,1,3,113,Others
1031,130,1.0,839.28,3,1,5,315,High Spending Infrequent Customers
1032,278,1.0,40.9,1,1,2,112,Hibernating
1033,270,1.0,196.26,1,1,5,115,Others
1034,207,1.0,53.85,2,1,3,213,Others
1036,94,1.0,346.32,3,1,5,315,High Spending Infrequent Customers
1037,277,1.0,88.63,1,1,3,113,Others
1038,276,1.0,35.97,1,1,2,112,Hibernating
1039,276,1.0,37.61,1,1,2,112,Hibernating
1040,276,1.0,178.9,1,1,4,114,Others
1041,276,1.0,116.01,1,1,4,114,Others
1042,88,1.0,1777.49,3,1,5,315,High Spending Infrequent Customers
1043,276,1.0,73.73,1,1,3,113,Others
1045,275,1.0,117.46,1,1,4,114,Others
1046,274,1.0,92.9,1,1,4,114,Others
1048,274,1.0,207.9,1,1,5,115,Others
1049,192,1.0,76.14,2,1,3,213,Others
1050,274,1.0,55.61,1,1,3,113,Others
1051,23,1.0,105.47,5,1,4,514,New Customers
1052,274,1.0,177.73,1,1,4,114,Others
1053,274,1.0,40.9,1,1,2,112,Hibernating
1054,273,1.0,87.73,1,1,3,113,Others
1055,101,1.0,106.22999999999999,3,1,4,314,High Spending Infrequent Customers
1056,273,1.0,255.6,1,1,5,115,Others
1057,258,1.0,63.8,1,1,3,113,Others
1058,272,1.0,30.9,1,1,2,112,Hibernating
1059,272,1.0,145.46,1,1,4,114,Others
1060,79,1.0,265.4,4,1,5,415,High Spending Infrequent Customers
1061,37,1.0,141.0,5,1,4,514,New Customers
1062,130,1.0,441.6,3,1,5,315,High Spending Infrequent Customers
1063,271,1.0,152.9,1,1,4,114,Others
1064,271,1.0,103.9,1,1,4,114,Others
1065,271,1.0,50.9,1,1,3,113,Others
1066,270,1.0,213.7,1,1,5,115,Others
1068,270,1.0,103.9,1,1,4,114,Others
1069,270,1.0,153.9,1,1,4,114,Others
1070,60,1.0,67.9,4,1,3,413,High Spending Infrequent Customers
1071,270,1.0,70.9,1,1,3,113,Others
1072,270,1.0,66.66,1,1,3,113,Others
1073,269,1.0,65.26,1,1,3,113,Others
1074,269,1.0,91.6,1,1,4,114,Others
1075,269,1.0,45.03,1,1,2,112,Hibernating
1076,269,1.0,65.9,1,1,3,113,Others
1077,269,1.0,69.46,1,1,3,113,Others
1078,269,1.0,91.8,1,1,4,114,Others
1079,93,1.0,140.76,3,1,4,314,High Spending Infrequent Customers
1080,36,1.3333333333333333,512.88,5,5,5,555,Champions
1081,268,1.0,59.73,1,1,3,113,Others
1082,268,1.0,203.9,1,1,5,115,Others
1083,268,1.0,252.26,1,1,5,115,Others
1084,95,1.0,251.70000000000002,3,1,5,315,High Spending Infrequent Customers
1085,266,1.0,403.9,1,1,5,115,Others
1086,266,1.0,129.92,1,1,4,114,Others
1087,266,1.0,355.46,1,1,5,115,Others
1088,266,1.0,78.63,1,1,3,113,Others
1089,64,1.0,16.72,4,1,1,411,Recent Low Spenders
1090,265,1.0,133.7,1,1,4,114,Others
1091,265,1.0,984.9,1,1,5,115,Others
1092,265,1.0,117.46,1,1,4,114,Others
1093,264,1.0,1534.9,1,1,5,115,Others
1094,264,1.0,467.32,1,1,5,115,Others
1095,264,1.0,81.63,1,1,3,113,Others
1096,263,1.0,203.9,1,1,5,115,Others
1097,197,1.0,214.4,2,1,5,215,Others
1098,263,1.0,309.7,1,1,5,115,Others
1099,263,1.0,184.8,1,1,5,115,Others
1100,263,1.0,203.9,1,1,5,115,Others
1101,263,1.0,377.3,1,1,5,115,Others
1102,263,1.0,117.4,1,1,4,114,Others
1103,262,1.0,161.01,1,1,4,114,Others
1105,157,2.0,64.52000000000001,2,5,3,253,At Risk
1106,261,1.0,85.9,1,1,3,113,Others
1107,261,1.0,117.8,1,1,4,114,Others
1108,253,2.0,726.3,1,5,5,155,At Risk
1109,261,1.0,40.9,1,1,2,112,Hibernating
1110,260,1.0,29.8,1,1,2,112,Hibernating
1111,260,1.0,30.9,1,1,2,112,Hibernating
1112,260,1.0,33.11,1,1,2,112,Hibernating
1113,260,1.0,30.9,1,1,2,112,Hibernating
1114,38,1.0,19.9,5,1,1,511,New Customers
1115,258,1.0,179.91,1,1,4,114,Others
1116,257,1.0,82.7,1,1,3,113,Others
1117,257,1.0,83.7,1,1,3,113,Others
1118,40,1.25,471.68,4,5,5,455,Loyal Customers
1119,257,1.0,121.7,1,1,4,114,Others
1120,340,2.0,107.2,1,5,4,154,At Risk
1121,20,1.3333333333333333,437.4,5,5,5,555,Champions
1122,256,1.0,229.32,1,1,5,115,Others
1123,256,1.0,202.13,1,1,5,115,Others
1124,256,1.0,116.01,1,1,4,114,Others
1125,81,1.0,223.22000000000003,4,1,5,415,High Spending Infrequent Customers
1126,256,1.0,323.4,1,1,5,115,Others
1127,256,1.0,1611.9,1,1,5,115,Others
1128,256,1.0,130.7,1,1,4,114,Others
1129,256,1.0,53.82,1,1,3,113,Others
1130,256,1.0,295.7,1,1,5,115,Others
1131,255,1.0,485.1,1,1,5,115,Others
1132,255,1.0,105.8,1,1,4,114,Others
1133,254,1.0,153.9,1,1,4,114,Others
1134,253,1.0,79.01,1,1,3,113,Others
1135,253,1.0,153.9,1,1,4,114,Others
1136,252,1.0,60.9,1,1,3,113,Others
1137,238,1.0,1432.7,1,1,5,115,Others
1138,229,1.0,51.72,2,1,3,213,Others
1140,251,1.0,73.8,1,1,3,113,Others
1141,251,1.0,40.9,1,1,2,112,Hibernating
1142,251,1.0,92.96,1,1,4,114,Others
1143,251,1.0,188.82,1,1,5,115,Others
1144,251,1.0,63.8,1,1,3,113,Others
1145,250,1.0,92.61,1,1,4,114,Others
1146,203,1.0,187.7,2,1,5,215,Others
1148,320,1.0,44.52,1,1,2,112,Hibernating
1149,250,1.0,98.49,1,1,4,114,Others
1152,249,1.0,246.19,1,1,5,115,Others
1153,249,1.0,41.8,1,1,2,112,Hibernating
1154,249,1.0,203.9,1,1,5,115,Others
1155,248,1.0,2087.9,1,1,5,115,Others
1156,249,1.0,374.04,1,1,5,115,Others
1157,249,1.0,93.7,1,1,4,114,Others
1158,248,1.0,152.9,1,1,4,114,Others
1160,248,1.0,91.6,1,1,4,114,Others
1161,339,1.0,15.0,1,1,1,111,Hibernating
1162,33,2.0,287.86,5,5,5,555,Champions
1164,248,1.0,234.43,1,1,5,115,Others
1165,248,1.0,85.9,1,1,3,113,Others
1166,246,2.0,275.31,1,5,5,155,At Risk
1167,248,1.0,88.7,1,1,3,113,Others
1168,62,1.0,323.51000000000005,4,1,5,415,High Spending Infrequent Customers
1169,247,1.0,114.7,1,1,4,114,Others
1170,247,1.0,38.9,1,1,2,112,Hibernating
1172,9,1.0,35.8,5,1,2,512,New Customers
1173,244,1.0,35.67,1,1,2,112,Hibernating
1174,237,1.0,257.04,1,1,5,115,Others
1176,246,1.0,82.7,1,1,3,113,Others
1178,222,1.0,2188.2599999999998,2,1,5,215,Others
1179,53,1.0,302.8,4,1,5,415,High Spending Infrequent Customers
1182,243,1.0,34.91,1,1,2,112,Hibernating
1183,243,1.0,37.9,1,1,2,112,Hibernating
1184,242,1.0,37.9,1,1,2,112,Hibernating
1185,242,1.0,47.8,1,1,2,112,Hibernating
1186,112,1.0,69.41,3,1,3,313,High Spending Infrequent Customers
1187,242,1.0,247.4,1,1,5,115,Others
1188,242,1.0,76.94,1,1,3,113,Others
1190,164,1.0,15.64,2,1,1,211,Hibernating
1191,241,1.0,105.83,1,1,4,114,Others
1192,241,1.0,83.6,1,1,3,113,Others
1193,240,1.0,139.7,1,1,4,114,Others
1194,240,1.0,87.7,1,1,3,113,Others
1195,237,1.0,293.7,1,1,5,115,Others
1196,237,1.0,42.9,1,1,2,112,Hibernating
1197,159,1.0,187.64,2,1,5,215,Others
1198,236,1.0,776.16,1,1,5,115,Others
1199,235,1.0,77.8,1,1,3,113,Others
1200,236,1.0,129.0,1,1,4,114,Others
1201,316,1.0,65.2,1,1,3,113,Others
1202,5,1.0,930.0,5,1,5,515,New Customers
1203,235,1.0,134.88,1,1,4,114,Others
1204,35,1.0,40.76,5,1,2,512,New Customers
1205,235,1.0,203.9,1,1,5,115,Others
1206,235,1.0,89.9,1,1,4,114,Others
1207,234,1.0,38.11,1,1,2,112,Hibernating
1208,234,1.0,161.01,1,1,4,114,Others
1209,233,1.0,225.4,1,1,5,115,Others
1210,233,1.0,223.6,1,1,5,115,Others
1211,232,1.0,246.7,2,1,5,215,Others
1212,132,1.0,121.09,3,1,4,314,High Spending Infrequent Customers
1213,62,1.0,201.6,4,1,5,415,High Spending Infrequent Customers
1214,229,1.0,42.8,2,1,2,212,Hibernating
1215,229,1.0,31.0,2,1,2,212,Hibernating
1216,331,1.0,10.92,1,1,1,111,Hibernating
1217,226,1.0,202.8,2,1,5,215,Others
1218,225,1.0,306.39,2,1,5,215,Others
1219,224,1.0,104.8,2,1,4,214,Others
1220,228,1.0,22.1,2,1,1,211,Hibernating
1221,2,1.0,305.8,5,1,5,515,New Customers
1222,222,1.0,26.82,2,1,1,211,Hibernating
1224,222,1.0,71.9,2,1,3,213,Others
1225,221,1.0,107.8,2,1,4,214,Others
1226,24,1.0,68.43,5,1,3,513,New Customers
1227,219,1.0,37.9,2,1,2,212,Hibernating
1228,36,1.0,120.59,5,1,4,514,New Customers
1229,124,1.0,299.6,3,1,5,315,High Spending Infrequent Customers
1230,213,1.0,189.8,2,1,5,215,Others
1231,216,1.0,127.7,2,1,4,214,Others
1232,215,1.0,747.6,2,1,5,215,Others
1233,215,1.0,27.9,2,1,2,212,Hibernating
1235,214,1.0,90.8,2,1,4,214,Others
1236,214,1.0,104.7,2,1,4,214,Others
1237,214,1.0,167.8,2,1,4,214,Others
1238,201,2.0,248.07999999999998,2,5,5,255,At Risk
1242,213,1.0,76.23,2,1,3,213,Others
1243,213,1.0,32.9,2,1,2,212,Hibernating
1244,170,1.0,443.14,2,1,5,215,Others
1245,212,1.0,297.5,2,1,5,215,Others
1246,27,1.0,353.7,5,1,5,515,New Customers
1247,75,1.0,530.7,4,1,5,415,High Spending Infrequent Customers
1248,211,1.0,52.8,2,1,3,213,Others
1249,211,1.0,42.8,2,1,2,212,Hibernating
1250,143,1.0,190.6,3,1,5,315,High Spending Infrequent Customers
1251,23,1.0,319.0,5,1,5,515,New Customers
1252,209,1.0,207.9,2,1,5,215,Others
1253,209,1.0,511.0,2,1,5,215,Others
1254,208,1.0,84.5,2,1,3,213,Others
1255,208,1.0,251.01,2,1,5,215,Others
1256,172,1.0,179.82,2,1,4,214,Others
1257,208,1.0,17.91,2,1,1,211,Hibernating
1258,208,1.0,65.8,2,1,3,213,Others
1259,207,1.0,95.5,2,1,4,214,Others
1260,350,1.0,78.95,1,1,3,113,Others
1261,206,1.0,281.2,2,1,5,215,Others
1262,206,1.0,68.22,2,1,3,213,Others
1263,152,1.0,75.0,3,1,3,313,High Spending Infrequent Customers
1264,204,1.0,13.41,2,1,1,211,Hibernating
1265,203,1.0,67.9,2,1,3,213,Others
1266,203,1.0,199.9,2,1,5,215,Others
1267,203,1.0,301.86,2,1,5,215,Others
1268,203,1.0,8.91,2,1,1,211,Hibernating
1269,202,1.0,179.91,2,1,4,214,Others
1270,202,1.0,55.8,2,1,3,213,Others
1271,202,1.0,42.9,2,1,2,212,Hibernating
1272,202,1.0,149.9,2,1,4,214,Others
1273,361,1.0,90.39,1,1,4,114,Others
1275,201,1.0,199.8,2,1,5,215,Others
1276,201,1.0,32.9,2,1,2,212,Hibernating
1277,201,1.0,199.9,2,1,5,215,Others
1278,103,1.0,259.5,3,1,5,315,High Spending Infrequent Customers
1279,201,1.0,0.0,2,1,1,211,Hibernating
1280,201,1.0,199.9,2,1,5,215,Others
1281,201,1.0,58.83,2,1,3,213,Others
1282,198,1.0,164.6,2,1,4,214,Others
1283,201,1.0,52.8,2,1,3,213,Others
1284,201,1.0,122.43,2,1,4,214,Others
1285,201,1.0,199.9,2,1,5,215,Others
1286,200,1.0,84.9,2,1,3,213,Others
1288,200,1.0,109.9,2,1,4,214,Others
1289,200,1.0,82.9,2,1,3,213,Others
1290,105,1.0,67.69999999999999,3,1,3,313,High Spending Infrequent Customers
1291,200,1.0,99.6,2,1,4,214,Others
1292,197,1.0,37.9,2,1,2,212,Hibernating
1293,200,1.0,89.82,2,1,4,214,Others
1294,200,1.0,99.9,2,1,4,214,Others
1295,199,1.0,85.5,2,1,3,213,Others
1296,199,1.0,199.9,2,1,5,215,Others
1297,198,1.0,174.9,2,1,4,214,Others
1298,161,1.0,346.64,2,1,5,215,Others
1299,316,1.0,23.52,1,1,1,111,Hibernating
1300,198,1.0,84.7,2,1,3,213,Others
1301,197,1.0,129.7,2,1,4,214,Others
1302,197,1.0,37.9,2,1,2,212,Hibernating
1303,13,1.5,388.58,5,5,5,555,Champions
1304,196,1.0,299.9,2,1,5,215,Others
1305,178,1.0,222.71999999999997,2,1,5,215,Others
1306,167,1.0,262.77000000000004,2,1,5,215,Others
1307,195,1.0,120.5,2,1,4,214,Others
1308,195,2.0,424.4,2,5,5,255,At Risk
1309,195,1.0,77.8,2,1,3,213,Others
1310,195,1.0,189.6,2,1,5,215,Others
1311,195,1.0,529.2,2,1,5,215,Others
1312,195,1.0,174.9,2,1,4,214,Others
1313,194,1.0,87.9,2,1,3,213,Others
1314,194,1.0,37.8,2,1,2,212,Hibernating
1315,194,1.0,22.9,2,1,1,211,Hibernating
1316,100,2.3333333333333335,540.22,3,5,5,355,Others
1317,194,1.0,137.5,2,1,4,214,Others
1318,194,1.0,199.9,2,1,5,215,Others
1319,193,1.0,139.93,2,1,4,214,Others
1320,193,1.0,159.9,2,1,4,214,Others
1321,193,1.0,27.9,2,1,2,212,Hibernating
1322,150,1.3333333333333333,254.24,3,5,5,355,Others
1323,193,1.0,86.7,2,1,3,213,Others
1324,193,1.0,37.8,2,1,2,212,Hibernating
1325,86,1.5,254.9,4,5,5,455,Loyal Customers
1326,192,1.0,40.9,2,1,2,212,Hibernating
1327,192,1.0,104.8,2,1,4,214,Others
1328,83,1.0,49.9,4,1,2,412,Recent Low Spenders
1329,192,1.0,37.9,2,1,2,212,Hibernating
1330,192,1.0,104.65,2,1,4,214,Others
1331,30,1.0,71.93,5,1,3,513,New Customers
1332,191,1.0,40.9,2,1,2,212,Hibernating
1333,131,1.5,405.02,3,5,5,355,Others
1334,191,1.0,9.0,2,1,1,211,Hibernating
1335,191,1.0,199.9,2,1,5,215,Others
1336,190,1.0,67.32,2,1,3,213,Others
1337,190,1.0,209.7,2,1,5,215,Others
1338,190,1.0,104.7,2,1,4,214,Others
1339,190,1.0,254.4,2,1,5,215,Others
1340,189,1.0,22.9,2,1,1,211,Hibernating
1341,135,1.0,29.26,3,1,2,312,Others
1342,189,1.0,0.01,2,1,1,211,Hibernating
1343,189,1.0,37.8,2,1,2,212,Hibernating
1344,189,1.0,259.6,2,1,5,215,Others
1345,149,1.0,74.69999999999999,3,1,3,313,High Spending Infrequent Customers
1346,175,1.0,4520.14,2,1,5,215,Others
1347,189,1.0,37.9,2,1,2,212,Hibernating
1348,188,1.0,71.91,2,1,3,213,Others
1349,185,2.0,0.89,2,5,1,251,At Risk
1350,188,1.0,52.8,2,1,3,213,Others
1351,57,1.0,229.9,4,1,5,415,High Spending Infrequent Customers
1352,58,1.0,52.7,4,1,3,413,High Spending Infrequent Customers
1353,188,1.0,26.91,2,1,1,211,Hibernating
1354,187,1.0,79.92,2,1,3,213,Others
1355,187,1.0,107.84,2,1,4,214,Others
1356,187,1.0,167.92,2,1,4,214,Others
1357,187,1.0,27.92,2,1,2,212,Hibernating
1358,187,1.0,58.56,2,1,3,213,Others
1359,187,1.0,148.48,2,1,4,214,Others
1360,187,1.0,167.36,2,1,4,214,Others
1361,187,1.0,39.84,2,1,2,212,Hibernating
1362,187,1.0,119.92,2,1,4,214,Others
1363,187,1.0,21.17,2,1,1,211,Hibernating
1364,186,1.0,29.66,2,1,2,212,Hibernating
1365,99,1.5,579.15,3,5,5,355,Others
1366,186,1.0,20.93,2,1,1,211,Hibernating
1367,186,1.0,59.32,2,1,3,213,Others
1368,186,1.0,159.92,2,1,4,214,Others
1369,186,1.0,131.52,2,1,4,214,Others
1370,186,1.0,119.6,2,1,4,214,Others
1371,186,1.0,15.92,2,1,1,211,Hibernating
1372,186,1.0,195.92,2,1,5,215,Others
1373,186,1.0,26.26,2,1,1,211,Hibernating
1374,186,1.0,159.92,2,1,4,214,Others
1375,186,1.0,11.92,2,1,1,211,Hibernating
1376,121,1.0,196.57,3,1,5,315,High Spending Infrequent Customers
1377,186,1.0,215.52,2,1,5,215,Others
1378,186,1.0,71.92,2,1,3,213,Others
1379,179,1.0,51.84,2,1,3,213,Others
1380,185,1.0,41.86,2,1,2,212,Hibernating
1381,185,1.0,71.92,2,1,3,213,Others
1382,178,1.0,71.68,2,1,3,213,Others
1383,185,1.0,43.84,2,1,2,212,Hibernating
1384,185,1.0,19.92,2,1,1,211,Hibernating
1386,185,1.0,36.81,2,1,2,212,Hibernating
1387,185,1.0,210.56,2,1,5,215,Others
1388,185,1.0,31.84,2,1,2,212,Hibernating
1389,185,1.0,159.92,2,1,4,214,Others
1390,185,2.0,390.38,2,5,5,255,At Risk
1391,185,1.0,131.92,2,1,4,214,Others
1392,185,1.0,67.92,2,1,3,213,Others
1393,185,1.0,59.42,2,1,3,213,Others
1394,185,1.0,11.92,2,1,1,211,Hibernating
1395,184,1.0,118.86,2,1,4,214,Others
1396,184,1.0,31.92,2,1,2,212,Hibernating
1397,184,1.0,19.92,2,1,1,211,Hibernating
1398,158,1.0,225.09000000000003,2,1,5,215,Others
1399,142,1.0,87.72999999999999,3,1,3,313,High Spending Infrequent Customers
1400,162,1.0,72.78,2,1,3,213,Others
